Abstimmungsnummer,Abstimmungsdatum,Titel,Offizieller Titel,Rechtsform,Initiativform,Stichwort,Volksmehr,Ständemehr,Ergebnis,Stimmbeteiligung (%),Ja-Stimmen,Nein-Stimmen,Kantone Ja,Kantone Nein,Swissvotes-Link
431.0,1996-06-09 00:00:00,Regierungs- und Verwaltungsorganisationsgesetz,Regierungs- und Verwaltungsorganisationsgesetz (RVOG),Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,31.339443,544630.0,837990.0,3.0,20.0,https://swissvotes.ch/vote/431.00
432.0,1996-12-01 00:00:00,Initiative «gegen die illegale Einwanderung»,Volksinitiative «gegen die illegale Einwanderung»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,46.747217,982867.0,1138301.0,11.0,12.0,https://swissvotes.ch/vote/432.00
433.0,1996-12-01 00:00:00,Arbeitsgesetz,"Bundesgesetz über die Arbeit in Industrie, Gewerbe und Handel (Arbeitsgesetz), Änderung vom 22. März 1996",Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,46.721785,697874.0,1418961.0,0.0,23.0,https://swissvotes.ch/vote/433.00
434.0,1997-06-08 00:00:00,Initiative «EU-Beitrittsverhandlungen vors Volk!»,Volksinitiative «EU-Beitrittsverhandlungen vors Volk!»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,35.442769,416720.0,1189440.0,0.0,23.0,https://swissvotes.ch/vote/434.00
435.0,1997-06-08 00:00:00,Initiative «für ein Verbot der Kriegsmaterialausfuhr»,Volksinitiative «für ein Verbot der Kriegsmaterialausfuhr»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,35.470268,361164.0,1243869.0,0.0,23.0,https://swissvotes.ch/vote/435.00
436.0,1997-06-08 00:00:00,Aufhebung des Pulverregals,Bundesbeschluss über die Aufhebung des Pulverregals,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,35.254933,1268162.0,275049.0,23.0,0.0,https://swissvotes.ch/vote/436.00
437.0,1997-09-28 00:00:00,Finanzierung der Arbeitslosenversicherung,Bundesbeschluss über die Finanzierung der Arbeitslosenversicherung,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,40.618785,901361.0,931457.0,14.0,9.0,https://swissvotes.ch/vote/437.00
438.0,1997-09-28 00:00:00,Initiative «Jugend ohne Drogen»,Volksinitiative «Jugend ohne Drogen»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,40.822937,545713.0,1314060.0,0.0,23.0,https://swissvotes.ch/vote/438.00
439.0,1998-06-07 00:00:00,Haushaltsziel 2001,Bundesbeschluss über Massnahmen zum Haushaltausgleich,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,40.920934,1280329.0,530486.0,23.0,0.0,https://swissvotes.ch/vote/439.00
440.0,1998-06-07 00:00:00,«Gen-Schutz-Initiative»,Volksinitiative «zum Schutz von Leben und Umwelt vor Genmanipulation (Gen-Schutz-Initiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,41.322727,624964.0,1252302.0,0.0,23.0,https://swissvotes.ch/vote/440.00
441.0,1998-06-07 00:00:00,Initiative «S.o.S. - Schweiz ohne Schnüffelpolizei»,Volksinitiative «S.o.S. - Schweiz ohne Schnüffelpolizei»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,40.989862,451089.0,1383055.0,0.0,23.0,https://swissvotes.ch/vote/441.00
442.0,1998-09-27 00:00:00,Leistungsabhängige Schwerverkehrsabgabe (LSVA),Bundesgesetz über eine leistungsabhängige Schwerverkehrsabgabe,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,51.81462,1355735.0,1014370.0,16.0,7.0,https://swissvotes.ch/vote/442.00
443.0,1998-09-27 00:00:00,Kleinbauern-Initiative,Volksinitiative «für preisgünstige Nahrungsmittel und ökologische Bauernhöfe»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,51.585945,535436.0,1794024.0,0.0,23.0,https://swissvotes.ch/vote/443.00
444.0,1998-09-27 00:00:00,Initiative «für die 10. AHV-Revision ohne Erhöhung des Rentenalters»,Volksinitiative «für die 10. AHV-Revision ohne Erhöhung des Rentenalters»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,51.636977,973966.0,1374139.0,5.0,18.0,https://swissvotes.ch/vote/444.00
445.0,1998-11-29 00:00:00,Finanzierung des öffentlichen Verkehrs (FinöV),Bundesbeschluss über Bau und Finanzierung von Infrastrukturvorhaben des öffentlichen Verkehrs,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,38.306826,1104294.0,634714.0,20.5,2.5,https://swissvotes.ch/vote/445.00
446.0,1998-11-29 00:00:00,Getreideartikel,"Bundesbeschluss über einen befristet geltenden, neuen Getreideartikel",Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,38.024368,1318585.0,341473.0,23.0,0.0,https://swissvotes.ch/vote/446.00
447.0,1998-11-29 00:00:00,Initiative «für eine vernünftige Drogenpolitik»,Volksinitiative «für eine vernünftige Drogenpolitik»,Volksinitiative,Ausformulierter Verfassungsentwurf,Droleg-Initiative,0,0,Abgelehnt,38.364468,453451.0,1290070.0,0.0,23.0,https://swissvotes.ch/vote/447.00
448.0,1998-11-29 00:00:00,Arbeitsgesetz,"Bundesgesetz über die Arbeit in Industrie, Gewerbe und Handel",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,38.105723,1072978.0,620011.0,20.0,3.0,https://swissvotes.ch/vote/448.00
449.0,1999-02-07 00:00:00,Bundesbeschluss über die Wählbarkeit in den Bundesrat,Bundesbeschluss über die Änderung der Voraussetzung für die Wählbarkeit in den Bundesrat,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,38.013773,1287081.0,436511.0,21.0,2.0,https://swissvotes.ch/vote/449.00
450.0,1999-02-07 00:00:00,Verfassungsbestimmung über die Transplantationsmedizin,Bundesbeschluss betreffend die Verfassungsbestimmung über die Transplantationsmedizin,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,37.979776,1501925.0,209263.0,23.0,0.0,https://swissvotes.ch/vote/450.00
451.0,1999-02-07 00:00:00,Wohneigentums-Initiative,Volksinitiative «Wohneigentum für alle»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,38.1757,721717.0,1025025.0,3.0,20.0,https://swissvotes.ch/vote/451.00
452.0,1999-02-07 00:00:00,Raumplanungsgesetz,Bundesgesetz über die Raumplanung,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,37.961485,952482.0,750130.0,19.5,3.5,https://swissvotes.ch/vote/452.00
453.0,1999-04-18 00:00:00,Neue Bundesverfassung,Bundesbeschluss über eine neue Bundesverfassung,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,35.901818,969310.0,669158.0,13.0,10.0,https://swissvotes.ch/vote/453.00
454.0,1999-06-13 00:00:00,Asylgesetz,Asylgesetz,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,45.583276,1443137.0,601389.0,23.0,0.0,https://swissvotes.ch/vote/454.00
455.0,1999-06-13 00:00:00,Massnahmen im Asyl- und Ausländerbereich,Bundesbeschluss über dringliche Massnahmen im Asyl- und Ausländerbereich,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,45.620897,1447984.0,595908.0,23.0,0.0,https://swissvotes.ch/vote/455.00
456.0,1999-06-13 00:00:00,Bundesbeschluss über die ärztliche Verschreibung von Heroin,Bundesbeschluss über die ärztliche Verschreibung von Heroin,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,45.742648,1128393.0,944919.0,14.0,9.0,https://swissvotes.ch/vote/456.00
457.0,1999-06-13 00:00:00,Gesetz über die Invalidenversicherung,Bundesgesetz über die Invalidenversicherung,Fakultatives Referendum,Nicht zutreffend,Abschaffung der Viertelsrente,0,3,Abgelehnt,45.641278,620797.0,1428986.0,0.0,23.0,https://swissvotes.ch/vote/457.00
458.0,1999-06-13 00:00:00,Gesetz über die Mutterschaftsversicherung,Bundesgesetz über die Mutterschaftsversicherung,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,45.947432,822458.0,1286824.0,6.0,17.0,https://swissvotes.ch/vote/458.00
459.0,2000-03-12 00:00:00,Justizreform,Bundesbeschluss über die Justizreform,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,41.922645,1610107.0,254355.0,23.0,0.0,https://swissvotes.ch/vote/459.00
460.0,2000-03-12 00:00:00,Initiative «für die Beschleunigung der direkten Demokratie»,Volksinitiative «für die Beschleunigung der direkten Demokratie (Behandlungsfristen für Volksinitiativen in Form eines ausgearbeiteten Entwurfs)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,42.104589,573038.0,1336916.0,0.0,23.0,https://swissvotes.ch/vote/460.00
461.0,2000-03-12 00:00:00,Initiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden»,Volksinitiative «für eine gerechte Vertretung der Frauen in den Bundesbehörden (Initiative 3. März)»,Volksinitiative,Ausformulierter Verfassungsentwurf,Quoten-Initiative,0,0,Abgelehnt,42.186922,346314.0,1580859.0,0.0,23.0,https://swissvotes.ch/vote/461.00
462.0,2000-03-12 00:00:00,Initiative «für menschenwürdige Fortpflanzung»,Volksinitiative «zum Schutze des Menschen vor Manipulationen in der Fortpflanzungstechnologie (Initiative für menschenwürdige Fortpflanzung [FMF])»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,42.200379,539795.0,1371372.0,0.0,23.0,https://swissvotes.ch/vote/462.00
463.0,2000-03-12 00:00:00,«Verkehrshalbierungs-Initiative»,Volksinitiative «für die Halbierung des motorisierten Strassenverkehrs zur Erhaltung und Verbesserung von Lebensräumen (Verkehrshalbierungs-Initiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,42.379855,415605.0,1532518.0,0.0,23.0,https://swissvotes.ch/vote/463.00
464.0,2000-05-21 00:00:00,Bilaterale Abkommen mit der EU,Bundesbeschluss über die Genehmigung der sektoriellen Abkommen zwischen der Schweizerischen Eidgenossenschaft einerseits und der Europäischen Gemeinschaft andererseits,Fakultatives Referendum,Nicht zutreffend,Bilaterale Abkommen I,1,3,Angenommen,48.307272,1497093.0,730980.0,21.0,2.0,https://swissvotes.ch/vote/464.00
465.1,2000-09-24 00:00:00,Solarinitiative,Volksinitiative «für einen Solarrappen (Solar-Initiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,44.703433,636848.0,1364751.0,0.0,23.0,https://swissvotes.ch/vote/465.10
465.2,2000-09-24 00:00:00,Förderabgabe für erneuerbare Energien,Verfassungsartikel über eine Förderabgabe für erneuerbare Energien,Direkter Gegenentwurf,Nicht zutreffend,Gegenentwurf zur Solarinitiative,0,0,Abgelehnt,44.703433,922481.0,1055977.0,4.5,18.5,https://swissvotes.ch/vote/465.20
465.3,2000-09-24 00:00:00,Stichfrage zu Solarinitiative und Gegenentwurf,Stichfrage zur Volksinitiative «für einen Solarrappen (Solar-Initiative)» und zum Gegenentwurf dazu (Förderabgabe für erneuerbare Energien),Stichfrage,Nicht zutreffend,.,8,8,,44.703433,570401.0,1079944.0,0.0,23.0,https://swissvotes.ch/vote/465.30
466.0,2000-09-24 00:00:00,Energielenkungsabgabe für die Umwelt,Verfassungsartikel über eine Energielenkungsabgabe für die Umwelt,Direkter Gegenentwurf,Nicht zutreffend,Gegenentwurf zur zurückgezogenen «Energie-Umwelt-Initiative»,0,0,Abgelehnt,44.891117,898050.0,1119697.0,2.5,20.5,https://swissvotes.ch/vote/466.00
467.0,2000-09-24 00:00:00,Initiative «für eine Regelung der Zuwanderung»,Volksinitiative «für eine Regelung der Zuwanderung»,Volksinitiative,Ausformulierter Verfassungsentwurf,18-Prozent-Initiative,0,0,Abgelehnt,45.270205,754626.0,1330224.0,0.0,23.0,https://swissvotes.ch/vote/467.00
468.0,2000-09-24 00:00:00,Initiative für ein konstruktives Referendum,Volksinitiative «Mehr Rechte für das Volk dank dem Referendum mit Gegenvorschlag»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,44.809603,676776.0,1308030.0,0.0,23.0,https://swissvotes.ch/vote/468.00
469.0,2000-11-26 00:00:00,Initiative «für eine Flexibilisierung der AHV - gegen die Erhöhung des Rentenalters für Frauen»,Volksinitiative «für eine Flexibilisierung der AHV - gegen die Erhöhung des Rentenalters für Frauen»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,41.663963,756337.0,1159794.0,6.0,17.0,https://swissvotes.ch/vote/469.00
470.0,2000-11-26 00:00:00,Initiative «für ein flexibles Rentenalter ab 62 für Frau und Mann»,Volksinitiative «für ein flexibles Rentenalter ab 62 für Frau und Mann»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,41.716472,885772.0,1038985.0,7.0,16.0,https://swissvotes.ch/vote/470.00
471.0,2000-11-26 00:00:00,«Umverteilungsinitiative»,Volksinitiative «Sparen beim Militär und der Gesamtverteidigung - für mehr Frieden und zukunftsgerichtete Arbeitsplätze (Umverteilungsinitiative)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,41.716451,723047.0,1198923.0,4.0,19.0,https://swissvotes.ch/vote/471.00
472.0,2000-11-26 00:00:00,Initiative «für tiefere Spitalkosten»,Volksinitiative «für tiefere Spitalkosten»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,41.661271,343008.0,1574528.0,0.0,23.0,https://swissvotes.ch/vote/472.00
473.0,2000-11-26 00:00:00,Bundespersonalgesetz,Bundespersonalgesetz,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,41.533949,1253995.0,622381.0,21.0,2.0,https://swissvotes.ch/vote/473.00
474.0,2001-03-04 00:00:00,Initiative «Ja zu Europa!»,Volksinitiative «Ja zu Europa!»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,55.799099,597217.0,1982549.0,0.0,23.0,https://swissvotes.ch/vote/474.00
475.0,2001-03-04 00:00:00,Initiative «für tiefere Arzneimittelpreise»,Volksinitiative «für tiefere Arzneimittelpreise»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,55.711416,791589.0,1774129.0,0.0,23.0,https://swissvotes.ch/vote/475.00
476.0,2001-03-04 00:00:00,Initiative «Strassen für alle» (Tempo 30),Volksinitiative «für mehr Verkehrssicherheit durch Tempo 30 innerorts mit Ausnahmen (Strassen für alle)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,55.799526,525609.0,2063314.0,0.0,23.0,https://swissvotes.ch/vote/476.00
477.0,2001-06-10 00:00:00,Militärgesetz: Bewaffnung,Bundesgesetz über die Armee und die Militärverwaltung (Bewaffnung),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,42.517845,1002297.0,963329.0,10.0,13.0,https://swissvotes.ch/vote/477.00
478.0,2001-06-10 00:00:00,Militärgesetz: Ausbildungszusammenarbeit,Bundesgesetz über die Armee und die Militärverwaltung (Ausbildungszusammenarbeit),Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,42.498094,1001274.0,956503.0,10.0,13.0,https://swissvotes.ch/vote/478.00
479.0,2001-06-10 00:00:00,Aufhebung des Bistumsartikels,Bundesbeschluss über die Aufhebung der Genehmigungspflicht für die Errichtung von Bistümern,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,42.0496,1194556.0,666108.0,23.0,0.0,https://swissvotes.ch/vote/479.00
480.0,2001-12-02 00:00:00,Schuldenbremse,Bundesbeschluss über eine Schuldenbremse,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,37.821742,1472259.0,265090.0,23.0,0.0,https://swissvotes.ch/vote/480.00
481.0,2001-12-02 00:00:00,Initiative «Energie statt Arbeit besteuern»,Volksinitiative «für eine gesicherte AHV - Energie statt Arbeit besteuern!»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,37.845636,397747.0,1342001.0,0.0,23.0,https://swissvotes.ch/vote/481.00
482.0,2001-12-02 00:00:00,Initiative für eine Schweiz ohne Armee,Volksinitiative «für eine glaubwürdige Sicherheitspolitik und eine Schweiz ohne Armee»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,37.92608,384905.0,1372420.0,0.0,23.0,https://swissvotes.ch/vote/482.00
483.0,2001-12-02 00:00:00,Initiative «Für einen freiwilligen zivilen Friedensdienst»,Volksinitiative «Solidarität schafft Sicherheit: Für einen freiwilligen zivilen Friedensdienst (ZFD)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,37.853126,404870.0,1339221.0,0.0,23.0,https://swissvotes.ch/vote/483.00
484.0,2001-12-02 00:00:00,Initiative «für eine Kapitalgewinnsteuer»,Volksinitiative «für eine Kapitalgewinnsteuer»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,37.846994,594927.0,1149182.0,0.0,23.0,https://swissvotes.ch/vote/484.00
485.0,2002-03-03 00:00:00,Initiative für den UNO-Beitritt,Volksinitiative «für den Beitritt der Schweiz zur Organisation der Vereinten Nationen (UNO)»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,1,1,Angenommen,58.434196,1489110.0,1237629.0,12.0,11.0,https://swissvotes.ch/vote/485.00
486.0,2002-03-03 00:00:00,Initiative «für eine kürzere Arbeitszeit»,Volksinitiative «für eine kürzere Arbeitszeit»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,58.261664,686935.0,2021198.0,0.0,23.0,https://swissvotes.ch/vote/486.00
487.0,2002-06-02 00:00:00,Fristenregelung (Schwangerschaftsabbruch),"Schweizerisches Strafgesetzbuch (Schwangerschaftsabbruch, Fristenregelung)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,41.815531,1399545.0,540105.0,21.5,1.5,https://swissvotes.ch/vote/487.00
488.0,2002-06-02 00:00:00,Initiative «Für Mutter und Kind»,Volksinitiative «für Mutter und Kind - für den Schutz des ungeborenen Kindes und für die Hilfe an seine Mutter in Not»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,41.698696,352432.0,1578870.0,0.0,23.0,https://swissvotes.ch/vote/488.00
489.1,2002-09-22 00:00:00,«Goldinitiative»,Volksinitiative «Überschüssige Goldreserven in den AHV-Fonds»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,45.171543,984058.0,1085072.0,6.0,17.0,https://swissvotes.ch/vote/489.10
489.2,2002-09-22 00:00:00,"Gegenentwurf «Gold für AHV, Kantone und Stiftung»","«Gold für AHV, Kantone und Stiftung» (Gegenentwurf zur Goldinitiative)",Direkter Gegenentwurf,Nicht zutreffend,.,0,0,Abgelehnt,45.171543,984537.0,1057398.0,6.5,16.5,https://swissvotes.ch/vote/489.20
489.3,2002-09-22 00:00:00,Stichfrage zu Goldinitiative und Gegenentwurf,"Stichfrage zur Volksinitiative «Überschüssige Goldreserven in den AHV-Fonds» und zum Gegenentwurf («Gold für AHV, Kantone und Stiftung»)",Stichfrage,Nicht zutreffend,.,8,8,,45.171543,953316.0,1020309.0,8.0,15.0,https://swissvotes.ch/vote/489.30
490.0,2002-09-22 00:00:00,Elektrizitätsmarktgesetz,Elektrizitätsmarktgesetz,Fakultatives Referendum,Nicht zutreffend,.,0,3,Abgelehnt,44.796074,972770.0,1078412.0,9.0,14.0,https://swissvotes.ch/vote/490.00
491.0,2002-11-24 00:00:00,Initiative «gegen Asylrechtsmissbrauch»,Volksinitiative «gegen Asylrechtsmissbrauch»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,1,Abgelehnt,47.928103,1119342.0,1123550.0,12.5,10.5,https://swissvotes.ch/vote/491.00
492.0,2002-11-24 00:00:00,Arbeitslosenversicherungsgesetz,"Änderung des Bundesgesetzes über die obligatorische Arbeitslosenversicherung und die Insolvenzentschädigung (Arbeitslosenversicherungsgesetz, AVIG)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,47.62366,1234793.0,966430.0,19.0,4.0,https://swissvotes.ch/vote/492.00
493.0,2003-02-09 00:00:00,Bundesbeschluss über die Änderung der Volksrechte,Bundesbeschluss über die Änderung der Volksrechte,Obligatorisches Referendum,Nicht zutreffend,.,1,1,Angenommen,28.713252,934005.0,393638.0,23.0,0.0,https://swissvotes.ch/vote/493.00
494.0,2003-02-09 00:00:00,Gesetz über die kantonalen Beiträge an Spitalbehandlungen,Bundesgesetz über die Anpassung der kantonalen Beiträge für die innerkantonalen stationären Behandlungen nach dem Bundesgesetz über die Krankenversicherung,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,28.709825,1028673.0,301128.0,23.0,0.0,https://swissvotes.ch/vote/494.00
495.0,2003-05-18 00:00:00,Armee XXI,"Änderung des Bundesgesetzes über die Armee und die Militärverwaltung (Militärgesetz, MG)",Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,49.560357,1718452.0,541577.0,23.0,0.0,https://swissvotes.ch/vote/495.00
496.0,2003-05-18 00:00:00,Gesetz über den Zivilschutz,Bundesgesetz über den Bevölkerungsschutz und den Zivilschutz,Fakultatives Referendum,Nicht zutreffend,.,1,3,Angenommen,49.507782,1829339.0,441498.0,23.0,0.0,https://swissvotes.ch/vote/496.00
497.0,2003-05-18 00:00:00,Initiative «Ja zu fairen Mieten»,Volksinitiative «Ja zu fairen Mieten»,Volksinitiative,Ausformulierter Verfassungsentwurf,.,0,0,Abgelehnt,49.584178,749388.0,1540401.0,1.0,22.0,https://swissvotes.ch/vote/497.00
